method,search_term,date_range,weekly_correlation,weekly_nmae,weekly_bias_pct,weekly_mae,monthly_mae,monthly_correlation,alpha_cv,num_days,exported
smooth_alpha,flu vaccine,2022-05-15 to 2025-08-07,0.9539940995142889,0.3359283181749684,11.35841928580994,0.305418135044878,2.6458874027331305,0.954876723715798,0.7358131148211734,1181,2025-11-14T10:51:51.460866
