date,value
2022-01-01,0.12959558747661917
2022-01-02,0.16523437403268942
2022-01-03,0.2267922780840836
2022-01-04,0.2818704027616467
2022-01-05,0.3142692996308015
2022-01-06,0.23003216777099902
2022-01-07,0.24299172651866094
2022-01-08,0.20411305027567517
2022-01-09,0.18467371215418232
2022-01-10,0.19115349152801328
2022-01-11,0.2267922780840836
2022-01-12,0.19763327090184424
2022-01-13,0.2527113955794074
2022-01-14,0.17495404309343587
2022-01-15,0.1263556977897037
2022-01-16,0.08423713185980247
2022-01-17,0.11663602872895724
2022-01-18,0.13283547716353464
2022-01-19,0.15551470497194297
2022-01-20,0.15551470497194297
2022-01-21,0.15551470497194297
2022-01-22,0.11663602872895724
2022-01-23,0.09071691123363342
2022-01-24,0.13283547716353464
2022-01-25,0.10691635966821081
2022-01-26,0.11987591841587274
2022-01-27,0.11987591841587274
2022-01-28,0.1133961390420418
2022-01-29,0.09719669060746439
2022-01-30,0.06479779373830959
2022-01-31,0.09719669060746439
2022-02-01,0.11663602872895724
2022-02-02,0.10691635966821081
2022-02-03,0.0939568009205489
2022-02-04,0.08747702154671794
2022-02-05,0.06155790405139411
2022-02-06,0.06155790405139411
2022-02-07,0.09071691123363342
2022-02-08,0.10367646998129534
2022-02-09,0.09719669060746439
2022-02-10,0.08747702154671794
2022-02-11,0.09071691123363342
2022-02-12,0.055078124677563144
2022-02-13,0.06479779373830959
2022-02-14,0.06479779373830959
2022-02-15,0.0939568009205489
2022-02-16,0.06803768342522507
2022-02-17,0.08747702154671794
2022-02-18,0.07451746279905602
2022-02-19,0.05183823499064767
2022-02-20,0.055078124677563144
2022-02-21,0.06479779373830959
2022-02-22,0.07127757311214054
2022-02-23,0.05831801436447862
2022-02-24,0.06803768342522507
2022-02-25,0.05183823499064767
2022-02-26,0.04535845561681671
2022-02-27,0.038878676242985744
2022-02-28,0.05831801436447862
2022-03-01,0.05831801436447862
2022-03-02,0.06479779373830959
2022-03-03,0.07775735248597149
2022-03-04,0.06155790405139411
2022-03-05,0.05183823499064767
2022-03-06,0.038878676242985744
2022-03-07,0.06155790405139411
2022-03-08,0.06803768342522507
2022-03-09,0.06479779373830959
2022-03-10,0.055078124677563144
2022-03-11,0.05831801436447862
2022-03-12,0.04535845561681671
2022-03-13,0.03563878655607027
2022-03-14,0.06479779373830959
2022-03-15,0.10043658029437987
2022-03-16,0.06479779373830959
2022-03-17,0.05831801436447862
2022-03-18,0.04535845561681671
2022-03-19,0.042118565929901236
2022-03-20,0.042118565929901236
2022-03-21,0.06155790405139411
2022-03-22,0.07127757311214054
2022-03-23,0.06479779373830959
2022-03-24,0.04859834530373219
2022-03-25,0.055078124677563144
2022-03-26,0.04535845561681671
2022-03-27,0.038878676242985744
2022-03-28,0.06155790405139411
2022-03-29,0.06479779373830959
2022-03-30,0.06155790405139411
2022-03-31,0.06155790405139411
2022-04-01,0.06155790405139411
2022-04-02,0.042118565929901236
2022-04-03,0.042118565929901236
2022-04-04,0.06803768342522507
2022-04-05,0.055078124677563144
2022-04-06,0.07127757311214054
2022-04-07,0.06155790405139411
2022-04-08,0.04535845561681671
2022-04-09,0.042118565929901236
2022-04-10,0.04535845561681671
2022-04-11,0.05183823499064767
2022-04-12,0.05831801436447862
2022-04-13,0.055078124677563144
2022-04-14,0.05183823499064767
2022-04-15,0.05831801436447862
2022-04-16,0.038878676242985744
2022-04-17,0.03239889686915479
2022-04-18,0.05831801436447862
2022-04-19,0.055078124677563144
2022-04-20,0.05831801436447862
2022-04-21,0.055078124677563144
2022-04-22,0.05183823499064767
2022-04-23,0.03563878655607027
2022-04-24,0.03239889686915479
2022-04-25,0.04535845561681671
2022-04-26,0.055078124677563144
2022-04-27,0.04859834530373219
2022-04-28,0.05183823499064767
2022-04-29,0.04859834530373219
2022-04-30,0.042118565929901236
2022-05-01,0.025919117495323836
2022-05-02,0.055078124677563144
2022-05-03,0.04859834530373219
2022-05-04,0.055078124677563144
2022-05-05,0.055078124677563144
2022-05-06,0.038878676242985744
2022-05-07,0.03563878655607027
2022-05-08,0.025919117495323836
2022-05-09,0.04535845561681671
2022-05-10,0.055078124677563144
2022-05-11,0.05831801436447862
2022-05-12,0.04535845561681671
2022-05-13,0.042118565929901236
2022-05-14,0.03239889686915479
2022-05-15,0.022679227808408354
2022-05-16,0.042118565929901236
2022-05-17,0.04859834530373219
2022-05-18,0.05183823499064767
2022-05-19,0.04859834530373219
2022-05-20,0.04535845561681671
2022-05-21,0.02915900718223931
2022-05-22,0.03239889686915479
2022-05-23,0.038878676242985744
2022-05-24,0.04535845561681671
2022-05-25,0.03563878655607027
2022-05-26,0.038878676242985744
2022-05-27,0.038878676242985744
2022-05-28,0.022679227808408354
2022-05-29,0.038878676242985744
2022-05-30,0.03239889686915479
2022-05-31,0.03563878655607027
2022-06-01,0.038878676242985744
2022-06-02,0.03239889686915479
2022-06-03,0.03563878655607027
2022-06-04,0.022679227808408354
2022-06-05,0.02915900718223931
2022-06-06,0.04859834530373219
2022-06-07,0.042118565929901236
2022-06-08,0.03563878655607027
2022-06-09,0.03239889686915479
2022-06-10,0.02915900718223931
2022-06-11,0.022679227808408354
2022-06-12,0.025919117495323836
2022-06-13,0.02915900718223931
2022-06-14,0.038878676242985744
2022-06-15,0.038878676242985744
2022-06-16,0.038878676242985744
2022-06-17,0.03239889686915479
2022-06-18,0.025919117495323836
