monthly_weight,weekly_weight,monthly_mae,weekly_mae,alpha_mean,alpha_std,alpha_cv,converged,residual_norm
1.0,0.3,2.887919275839432,0.365370128275426,0.16950118745891232,0.13951660559717258,0.8231010513185454,True,15.719606854301567
1.0,0.5,2.922234688496048,0.35806358682488004,0.16749913587074505,0.13574335198741275,0.8104122524677533,True,16.246815666954035
1.0,0.7,2.983935680736886,0.34878234732184604,0.1647629567757329,0.13082504417208,0.794019764710538,True,16.9478988076778
