chunk_id,start_date,end_date,num_days,mean_value,std_value,min_value,max_value,zero_count,zero_pct,num_weeks,correlation,mae,nmae,bias_pct,alpha,mae_contrib,total_error,num_weeks_error,alpha_outlier,low_correlation,high_nmae,high_bias,flags
0,2022-05-15,2023-02-04,266,0.6580508700508079,0.762438313482478,0.0,4.89489741145176,55,20.676691729323306,39,0.9416369732413375,0.5077422604003339,10.584580304689508,25.327188071669553,0.36939277468551374,0.42663688361200325,16.638838460868126,39,False,False,True,True,2
1,2022-11-14,2023-08-06,266,0.6319202146964414,0.936226121772974,0.0,4.89489741145176,94,35.338345864661655,38,0.9495705471968492,0.2491066939426386,11.30913243837443,-54.6288600836731,0.046771646856085376,0.13718565399710017,5.213054851889806,38,True,False,True,True,3
2,2023-05-16,2024-02-05,266,0.9248779845848325,1.091956337984604,0.0,4.89489741145176,53,19.924812030075188,39,0.955177933621059,0.49102135546542924,10.786333353547713,34.19268277625009,0.23949629218125015,0.45894860868980974,17.89899573890258,39,False,False,True,True,2
3,2023-11-15,2024-08-06,266,0.7598132109730946,1.0768201875036514,0.0,4.89489741145176,111,41.72932330827068,39,0.9302381490984322,0.10626080199277037,8.04017924825978,-8.828179497304049,0.05586454489508858,0.1284474423643776,5.009450252210726,39,True,False,True,False,2
4,2024-05-16,2025-02-05,266,1.0787176175161735,1.2005962870001643,0.0,4.89489741145176,54,20.30075187969925,39,0.9508969715542313,0.34589702688353036,7.517533659714791,9.900969603228141,0.1902925352222391,0.3300554865249959,12.872163974474839,39,False,False,True,False,1
5,2024-11-15,2025-08-07,266,0.722089377538974,0.9866685585814424,0.0,4.89489741145176,104,39.097744360902254,38,0.8898447856808508,0.19776340096768572,11.882926500336037,-36.67897340777439,0.06095159462941974,0.17204659721407084,6.537770694134692,38,True,False,True,True,3
